nama pengguna,komentar
ismanjaralilalu,"Pertemuan kedua ini membuat saya bener-bener mengerti mengapa Kurikulum merdeka ini sangat ingin diterapkan oleh pemerintah karena konsep-konsep yg sangat luar biasa bermanfaat untuk dunia pendidikan Indonesia, terutama sangat bermanfaat untuk peserta didik dan siswa. Pertemuan kedua ini juga narasumbernya luar biasa👍"
shokhiddin7557,Kurikulum Merdeka merupakan terobosan baru dalam memperbaiki sistem Pendidikan di Indonesia
dwiafrillya2973,Konsep kurikulum merdeka dengan pendekatan yg berpusat pd peserta didik untuk mengbangkan diri. Guru sbg fasilitator untuk menciptakan suasana yg menyenangkan.
ruklimahanwar9661,"Konsep pembelajaran dalam kurikulum merdeka bertujuan untuk menghasilkan generasi yang lebih mandiri, kreatif dan inovatif"
iswatiiswati-ks3ic,Kurikulum merdeka merupakan kurikulum  berpusat pada siswa
geografi_hetinurhidayah2523,"Prinsip dalam pembelajaran kurikulum merdeka antara lain : pendidikan berpusat pada peserta didik,pengalaman belajar yang menyenangkan,mengembangkan kreativitas dan inovasi,pembelajaran contekstual dan pembelajaran yang inklusif. Guru sebagai fasilitator dalam siswa mengembangkan diri dan pembelajaran tidak hanya dilakukan dalam kelas tapi bisa juga diluar kelas ,pembelajaran yang menyenangkan,kreatif dan inovatif sehingga peserta didik tertarik dalam belajar dan mengembangkan diri."
KarlenaArsyad,"Konsep Kurikulum Merdeka Belajar :
1) Pembelajaran berbasis proyek yang bertujuan mengembangkan soft skill serta karakter sesuai profil pelajar Pancasila.
2) Fokus pada materi esensial, sehingga ada waktu untuk pembelajaran mendalam untuk kompetensi dasar seperti literasi dan numerasi.
3) Fleksibilitas guru untuk melakukan pembelajaran yang terdiferensiasi berdasarkan kemampuan para peserta didik."
hadiansyahrizal7791,Konsep pembelajaran dalam kurikulum merdeka mengacu pada pendekatan yang berpusat pada peserta didik artinya peserta didik dijadikan sebagai subjek utama dalam pembelajaran.
icemeriana9439,Kurikulum merdeka adalah memperbaiki sistem pendidikan nasional yang berpusat pd peserta didik
AsnalMaksudah,"Konsep kurikulum merdeka menjadikan peserta didik sebagai subjek nya utk menjadi peserta didik yg kreatif dan inovatif. Pembelajaran tdk hanya di dlm kls tp jg diluar kelas, pembelajaran  bersifat kontekstual., menyenangkan."
ViviCell-wq2fh,"Saya dr SDN. 3 Glagahagung Sangat antusias dlm materi ini
Sangat bermanfaat, krn sesuai dg kebutuhan dan. Kemampuan peserta didik, konsep yg sangat membantu"
sitiarafah5424,Kurikulum merdeka bertujuan memperbaiki sistem pendidikan untuk menciptakan pembelajaran yang berkualitas yang sesuai dengan kebutuhan dan lingkungan belajar peserta didik.
ikanursanti9197,"Kurikulum merdeka memiliki konsep pembelajaran yang sangat luar biasa, memiliki pembelajaran yang berpusat pada siswa, yang menyenangkan, kreatif, inovatif, kolaborasi, komunikasi. Sehingga siswa dapat mengembangkan diri sesuai dengan kemampuannya dan kebutuhannya masing - masing"
asihhidayati5757,"@Jamaludin Latif : Konsep kurikulum merdeka berfokus pada materi yang esensial dan fleksibel sesuai dengan minat, bakat, dan kebutuhan dari masing-masing karakteristik siswa"
NiraNurrianty,"Menurut saya tujuan dari kurikulum merdeka ini  menjadikan siswa sebagai subjeknya dimana pendidikan berpusat pada peserta didik juga diberikan ruang untuk mengembangkan diri, mengembangkan keahlian serta kreativitasnya."
rahayuwidiyantini4585,Dari video ini saya jadi mengetahui tentang konsep pembelajaran dalam kurikulum merdeka
purwiyahdice1049,"Kurikulum merdeka merupakan konsep pembelajaran,artinya peserta didik mampu dlm pengetahuan dan keterampilan.
Selain itu pembelajaran bukan hanya di dlm kelas bisa di luar kelas.Selain itu pembelajaran jg memberikan deferensiasi agar siswa dpt dilayani semua sesuai dengan kebutuhan siswa, karakteristik siswa."
terrywahyusiwi4179,"Kurikulum merdeka bertujuan untuk memperbaiki sistem pendidikan di indonesia. Dengan kurikulum baru ini peserta didik di dorong untuk berpikir kritis, kreatif, inovatif dan menjunjung kearifan lokal."
asiarefina4355,"Kurikulum merdeka baik untuk saat dan merupakan loncatan pendidikan yang luar biasa , dengan memberikan kebebasan siswa melakukan apa yang disukai (passion) nya yang memungkinkan siswa dapat mengembangkan apa yang menjadi bakat atau talenta sehingga bisa mengekplor diri . mudah mudahan kami guru gurunya bisa menjalankan amanah anak anak ini agar mempunyai bakatnya maksimal bisa di tumbuh kembangkan"
megawatimarbun3150,"Kurikulum merdeka merupakan loncatan pendidikan yang luar biasa , dengan memberikan kebebasan siswa melakukan apa yang disukai (passion) nya yang memungkinkan siswa dapat mengembangkan apa yang menjadi bakat atau talenta sehingga bisa mencapai hasil yg sangat memuaskan"
buranny6649,"Kurikulum merdeka menjadikan peserta didik sebagai subyek dengan konsep pembelajaran yang berpusat pada peserta didik,  pembelajaran yang menyenangkan, pembelajaran yang mengembangkan kreativitas dan inovasi, pembelajaran kontekstual dan inklusif"
SriUtami-qj3eu,"kurikulum merdeka berpusat pada peserta didik untuk dapat mengembangakan diri , kreatif serta dapat mengimplementasikan dalam kehidupan sehari hari"
lulukkhomisatun3553,"Konsep pembelajaran dalam Kurikulum Merdeka belajar sangat bagus, melibatkan peserta didik sebagai subjek utama dalam proses pembelajaran. Merdeka belajar juga menyediakan kesempatan yang sama bagi semua siswa untuk mengembangkan potensi diri mereka, agar lebih mandiri kreatif dan inovatif"
user-sm4vu3gz9e,"Landasan kurikulum merdeka adalah 
1.berpusat pada peserta didik 
2.belajar yang menyenangkan
3.belajar secara kontekstual
4.mengajarkan kearifan lokal
5. Pembelajaran inklusif"
NokPutri-wv2mm,Kurikulum merdeka merupakan pendidikan luar biasa dengan memberikan kebebasan peserta didik melakukan apa yang disukai
chusnulchotimah1746,"Konsep kurikulum merdeka adalah salah satunya itu konsep pembelajaran. Konsep pembelajaran pada kurikulum merdeka mengacu pada peserta didik artinya peserta didik dijadikan sebagai objek utama.  Konsep kurikulum merdeka ini bertujuan untuk menghasilkan generasi mandiri, kreatif dan inovatif."
wiwinwinarsih-kt5rg,Dengan menyimak video ini kita semakin tahu tentang konsep pembelajaran dimana mereka merupakan subjek.Konsep pembelajaran kurikulum merdeka ini mereka bisa mengembangkan potensi diri mereka
sitimasriyah563,Konsep pembelajaran dalam kurikulum merdeka memang sangat penting seperti dalam video telah dijelaskan bahwa pembelajaran berpusat pada peserta didik tujuannya agar menghasilkan generasi yang mandiri kreatif dan inovatif pengalaman belajar juga penting serta juga harus mendorong peserta didik untuk lebih kreatif dan inovatif
nininghermilaningsih6822,"Kurikulum merdeka berpusat pada siswa, guru hanya sebagai fasilitator"
ayuprajawati5613,"Menurut saya dengan adanya kurikulum merdeka peserta didik dapat mengembangkan kemampuannya lebih jauh, peserta didik lebih kreatif dalam kegiatan pembelajaran."
wartinemspd-zw2by,"Konsep kurikulum merdwka terdiri dari: berpusat pada peserta didik, pengalaman belajar yng menyenangkan, mengembangkan kreativitas dan inovasi, pembelajaran yang kontekstual dan pembelajaran inklusig"
RusmiatiRus-wj5dd,Kurikulum merdeka sangat membantu guru dalam proses belajar dan mengajar
user-vr2ld7dj6d,Konsep kurikulum merdeka menjadikan peserta didik sebagai subjek nya utk menjadi peserta didik yg kreatif dan inovatif. Pembelajaran tdk hanya di di dlm kls tp jg diluar kelas.
retnopuspitasari7913,"Pembelajaran pada kurikulum merdeka dipusatkan pada peserta didik sebagai subjek, guru hanya sebagai fasilitator yang menuntun siswa untuk berpikir kritis, inovatif sesuai minat dan bakat peserta didik."
miftahudin7576,Salah satu konsep penting dalam kurikulum merdeka adalah pembelajaran berpusat pada peserta didik.
hennikusmindarwati5439,"Prinsip dalam konsep pembelajaran kurikulum merdeka:
1. Pendidikan berpusat pada peserta didik
2. Pengalaman belajar yg menyenangkan
3. Mengembangkan kreativitas dan inovasi
4. Pembelajaran contekstual
5. Pembelajaran inklusif"
endanghajar9830,"Kurikulum merdeka baik untuk saat dan merupakan loncatan pendidikan yang luar biasa , dengan memberikan kebebasan siswa melakukan apa yang disukai (passion) nya yang memungkinkan siswa dapat mengembangkan apa yang menjadi bakat atau talenta sehingga bisa mengekplor diri . mudah mudahan kami guru gurunya bisa menjalankan amanah anak anak ini agar mempunyai bakatnya maksimal bisa di tumbuh kembangkan"
ermidanis,Kurikulum merdeka adalah kurikulum yang berpusat kepada siswa dimana dalam proses pembelajaran guru  bisa menggunakan metode atau pendekatan pembelajaran yang kreatif dan inovatif sehingga pembelajaran tidak menonton
nurastiasingkati9358,"Konsep merdeka belajar sangat bagus, karena melibatkan siswa dalam penerapannya."
rahmawatiagustiningsih4527,Konsep pembelajaran pada kurikulum merdeka mengacu pada pendekatan yg terpusat pada peserta didik. Peserta didik dijadikan subyek utama dalam proses pembelajaran. Peserta didik diberikan pengetahuan dan ketrampilan juga diberikan ruang untuk mengembangkan kemampuan diri dan kerativitasnya
petruspantur6474,"Menurut saya kurikulum merdeka penting untuk memberikan bimbingqn dan dukungan yang memadai kepada siswa dalam memilih mata pelajaran, mengembangkan proyek-proyek dan mengembamgkan ketrampilan abad 21. Selain itu evaluasi pembelajaran yang komprrjensif dan berkelanjutan juga perlu dilakukan untuk memastikan siswa mencapai tujuan pembelajaran yangditetapkan ditetap ditetapkan ditetapk"
muhammadtaufik8862,"Bagi saya guru pjok, kurikulum merdeka mengaktif kemampuan siswa dalam belajar sehingga dapat siswa lebih kreatif dan menyenang dalam belajar sehingga dapat mengembangkan di dalam masyarakat"
lennyningsih5098,Sangat baik sebab dapat membuka kemampuan siswa secara mandiri
merisuyentispd4725,"Kurikulum merdeka merupakan loncatan pendidikan yang luar biasa , dengan memberikan kebebasan siswa melakukan apa yang disukai (passion) nya yang memungkinkan siswa dapat mengembangkan apa yang menjadi bakat atau talenta sehingga bisa mengekplor diri . mudah mudahan kami guru gurunya bisa menjalankan amanah anak anak ini agar mempunyai bakatnya maksimal bisa di tumbuh kembangkan. Dengan kata lain Kurikulum Merdeka memberikan keleluasaan kepada pendidik untuk menciptakan pembelajaran berkualitas yang sesuai dengan kebutuhan dan lingkungan belajar peserta didik."
indysepta1493,"Kurikulum merdeka menjadi inovasi dari kemendikbud untuk memperbaiki sistem pendidikan di Indonesia. Konsep paling penting dlm kirikulum ini adalah konsep pembelajaran. Pembelajaran yg berpusat pada siswa untuk menciptakan siswa yg kreatif, inovatig dan mandiri. Guru sbg fasilitator untuk membantu peserta didik dlm mengembangkan potensi diri."
hotlidahotlida6180,"Kurikulum merdeka merupakan pembelajaran yang harus di dapatkan oleh semua siswa yang berbeda kemampuan, dan bisa mengembangkan kemampuan dan kreatifitas nya yg bukan hanya didapat dari dalam kelas akan tetapi diluar kelas juga. Kurikulum merdeka bebas berkreasi."
mimisuryami4627,Konsep penting dalam kumer adalah konsep pembelajaran. prinsip-prinsip konsep pembelajaran. 1. Pendidikan berpusat pada peserta didik 2. pem belajaran  yang menyenangkan 3. mengembangkan kreativits 4. Pembelajaran kontekstual 5. Pembelajaran inklusif
susilawatif8228,Kurikulum Merdeka bertujuan memperbaiki konsep pembelajaran yang berpusat pada murid sebagai subjek utama. Bertujuan agar melahirkan murid yang berkarakter.
mariuspanje2713,Konsep pembelajaran kurikulum merdeka memberikan kebebasan kepada siswa untuk mengembangkan potensi diri dengan pembelajaran yang kreatif dan inovatif.
yayusriwiyanti4995,Menurut saya Kurikulum Merdeka adalah suatu perubahan pembelajaran yang penting untuk menghadapi pendidikan pasca pandemi dan untuk menghadapi situasi dunia yang terus berubah sesuai dengan perkembangan zaman.
jusmaenienhy9465,Kurikulum merdeka memiliki konsep yang mengacu pada pendekatan peserta didik dengan memberikan ruang untuk mengembangkan kreatifitasnya
achmadridhoan-dz4bq,"Saya sebagai guru PAI di MAS NU SIBUHUAN sangat setuju dengan kurikulum Merdeka, sebab terjadi kontribusi antara murid dengan guru. Jadi sama-sama aktif. Selama ini yang aktif hanya guru. Banyak siswa yang fasif ... mudah-mudahan dapat diterapkan diseluruh sekolah di Indonesia."
ernayati.p.d9151,Konsep IKM adalah berpusat pada siswa dan belajar yang menyenangkan
sukmaniar1281,Saya sebagai guru IPA di SMP tujuan dari kurikulum merdeka adalah untuk memperbaiki sistem pendidikan dengan  mendepankan nilai- nilai kearifan lokal budaya ditempat mereka belajar
wendidwiindriani3263,"kurikulum merdeka sangat cocok dikembangkan pada abad 21, berisikan kebebasan untuk mengembangkan potensi peserta didik yang menjadikan peserta didik itu juara pada talentanya masing-masing, semua disetarakan dan tentunya memberikan pengalaman luar biasa pada semua guru diindonesia."
isunsafaraz6559,Sebagai seorang guru harus selalu memberikan Pembelajaran yang menyenangkan sangat ditunggu oleh peserta didik.bagaimana cara atau metode belajar yang menyenangkan yang ditunggu oleh peserta didik dalam kurikulum merdeka
ReginaMHere,"Kurikulum merdeka belajar adalah kurikulum yang pendidikan berpusat pada peserta didik,dimana guru dijadikan sebagai fasilitator.pembelajaran tidak hanya didalam kelas,tetapi juga bisa diluar kelas."
margonomar3148,"Kurikulum merdeka merupakan loncatan pendidikan yang luar biasa , dengan memberikan kebebasan siswa melakukan apa yang disukai (passion) nya yang memungkinkan siswa dapat mengembangkan apa yang menjadi bakat atau talenta sehingga bisa mengekplor diri . mudah mudahan kami guru gurunya bisa menjalankan amanah anak anak ini agar mempunyai bakatnya maksimal bisa di tumbuh kembangkan"
isrinarina9562,"Konsep pembelajaran dalam kurikulum merdeka memang sangat penting, seperti dalam video telah dijelaskan bahwa pambelajaran berpusat pada peserta didik tujuannya agar menghasilkan generasi yang mandiri, kreatif, dan inovatif. Pengalaman belajar juga penting serta harus mendorong peserta didik untuk lebih kreatif dan inovatif. Pembelajaran dilakukan dengan kemampuan yang berbeda beda dan menyenangkan."
huznihzn6407,salah satu konsep penting dalam kurikulum merdeka adalah konsep pembelajaran. konsep pembelajaran pada kurikulum merdeka mengacu pada pendekatan yang berpusat pada peserta didik.
ellaa18ea,Kurikulum merdeka merupakan perbaikan sistem pembelajaran di Indonesia
yenitricahyaningtiyas7123,Kurikulum merdeka berpusat pada peserta didik. Untuk menjadikan peserta didik lebih mandiri
endangsusriani5592,"Konsep merdeka belajar adalah suatu kebijakan terbaru dalam dunia Pendidikan saat ini. Konsep Merdeka Belajar ini berfokus pada materi yang esensial dan fleksibel sesuai dengan minat, bakat, dan kebutuhan dari masing-masing karakteristik siswa. Sehingga dapat mengedepankan kebutuhan masing-masing siswa sesuai karakter dan konsep ini sangat membantu siswa karena semua siswa terlayani sesuai dengan kebutuhannya."
sitimiasih7170,"Konsep pembelajaran dalam kurikulum merdeka mengacu pada * pendekatan yang berpusat pada peserta didik
* pengalaman belajar yang menyenangkan
* mengembangkan kreativitas dan inovasi
* pembelajaran yang kontekstual dan 
* pembelajaran yang inklusif"
switantriyogiekristanto1590,"Konsep pembelajaran yang terpusat pada peserta didik. Konsep yang bertujuan untuk menghasilkan peserta didik yang mandiri, kreatif dan inovatif"
umisarifah3558,Kurmer bertujuan memperbaiki sistem pendidikan di Indonesia
ujangridwan7330,"Mengedepankan nilai nilai budaya Indonesia dan kearifan lokal dengan menjadikan peserta didik sebagai subjek belajar yang akan menjadi siswa kreatif, inovatif dan mandiri"
lulusindriyanti6326,"Kurikulum merdeka merupakan Kurikulum terbaru yang tujuannya adalah untuk memperbaiki pendidikan di Indonesia dengan lebih menekankan pada nilai-nilai karakter serta kearifan lokal yang terbalut dalam keterampilan berpikir kritis, kreatif dan Inovatif dalam menghadapi masalah yang dihadapinya serta mampu berkolaborasi dengan orang lain dan lingkungannya."
AdeJenny-tc5dz,"Kurikulum merdeka merupakan loncatan pendidikan yang luar biasa , dengan memberikan kebebasan siswa melakukan apa yang disukai (passion) nya yang memungkinkan siswa dapat mengembangkan apa yang menjadi bakat atau talenta sehingga bisa mengekplor diri . Kurikulum merdeka ini sangat bagus"
suminahazizah216,Kurikulum Merdeka merupakan kurikulum dengan pembelajaran intrakurikuler yang beragam di mana konten akan lebih optimal agar peserta didik memiliki cukup waktu untuk mendalami konsep dan menguatkan kompetensi. Dalam proses pembelajarannya lebih menekankan apa yang bisa dilakukan siswa bukan apa yang hanya sekedar diketahui oleh peserta didik
ekahayati8082,"Konsep Merdeka Belajar merupakan kebijakan terbaru dalam dunia Pendidikan nasional. Konsep ini berfokus pada materi yang esensial dan fleksibel sesuai dengan minat, bakat, dan kebutuhan dari masing-masing karakteristik siswa"
dartidarti2419,"Prinsip pembelajaran Kurikulum merdeka : 
1. Pendidikan berpusat pada peserta didik
2. Pengalaman belajar yang menyenangkan
3. Mengembangkan kreativitas dan inovasi 
4. Pembelajaran yang kontekstual
5. Pembelajaran yang inklusif"
jefripulu7929,"Kurikulum merdeka berpusat pada peserta didik artinya siswa sebagai subjek dalam proses pembelajaran agar siswa lebih mandiri, kreatif dan inovatif. 
Prinsip dalam konsep pembelajaran Kurikulum merdeka diantaranya: pendidikan berpusat pada peserta didik, pengalaman belajar yang menyenangkan, mengembangkan kreativitas dan inovasi, pembelajaran kontekstual, dan pembelajaran yang inklusif,"
RoniCandra-hf2yd,"Kurikulum merdeka baik untuk saat dan merupakan loncatan pendidikan yang luar biasa , dengan memberikan kebebasan siswa melakukan apa yang disukai (passion) nya yang memungkinkan siswa dapat mengembangkan apa yang menjadi bakat atau talenta sehingga bisa mengekplor diri . mudah mudahan kami guru gurunya bisa menjalankan amanah anak anak ini agar mempunyai bakatnya maksimal bisa di tumbuh kembangkan"
EnniKtg,"Konsep kurikulum merdeka  terdiri dari : berpusat pada peserta didik, pengalaman belajar yang menyenangkan, mengembangkan kreativitas inovasi, pembelajaran kontekstual dan influsif"
sugiyantimaryono5096,"Konsep pembelajaran dalam Kurikulum Merdeka:
1.Pendidikan berpusat pada peserta didik
2.Pengalaman belajar yang menyenangkan
3.Mengembangkan kreativitas dan inovasi
4.Pembelajaran Contextual
5.Pembelajaran Inklusif"
deviarlisadiansari2801,Kurikulum merdeka merupakan salah satu kurikulum yang berpusat kepada siswa jadi bukan hanya guru yang berperan tapi siswa juga bisa mengembangkan kemapuannya
NitiNingsih-gi4qq,"Kurikulum merdeka merupakan kebijakan baru dalam dunia pendididikan 
Yang memberikan kebebasan pada siswa untuk mengembangkan apa yang menjadi minat dan bakat suwa sesuai kebutuhannya."
dafinahghassani8012,"Konsep pembelajaran kurikulum merdeka mengacu pada pendekatan yang berpusat pada peserta didik sehingga siswa dapat mengembangkan dirinya.
Prinsip pembelajaran kurikulum merdeka:
1. Pendidikan berpusat pada peserta didik
2. Pembelajaran yang menyenangkan
3. Mengembangkan kreativitas dan inovasi
4. Pembelajaran kontekstual
5. Pembelajaran inklusif"
susdaheleni8193,"Kurikulum merdeka adalah kurikulum baru yang diusun oleh kemendikbudristek Indonesia dengan tujuan untuk memperbaiki sistem pendidikan di Indonesia dengan mengedeoankan nilai-nilai ke Indonesiaan dan kearifan lokal. Konsep pembelajaran dalam kurikulum merdeka adalah konsep pembelajaran yang mengacu pada peserta didik.. Prinsip pembelajaran dalam kurikulum merdeka adalah:
1. Pendidikan berpusat pada peserta didik
2. Pengalaman belajar yg menyenangkan
3. Mengembangkan kreativitas dan inovasi
4. Pembelajaran kontekstual
5. Pembelajaran inklusif"
santosadenmas4356,Dalam Kurikilum Merdeka berorentasi pada siawa dan mengususung kearifan lokal dan mengembangkan kreatifitas serta bertujuan menciptakan generasi baru yang berkarakter
wiwiksumiati6921,"Kurikulum merdeka ini di lakukan untuk memperbaiki sistem pembelajaran saat ini, kurikulum merdeka ini di lakukan untuk mengembangkan kearipan  lokal yang menyenangkan."
nurasiyah2795,"Pembelajaran yang menyenangkan dapat meningkatkan minat dan motivasi peserta didik dqlqm belajar, oleh karena itu pembelajaran tidak dilakukan di dalam kelas tetapi juga di luar kelas dengan melibatkan kegiatan yang menarik dan bwrmanfaat"
khoirunromadhon7359,Kurikulum merdeka merupakan kurikulum yang berpusat pada peserta didik sehingga peserta didik dapat berfikir kritis dan kreatif
MuhammadFadli-du4wc,"Konsep pembelajaran dalam kumer mengedepankan bakat dan minat siswa dalam mencapai tujuan,dan guru sebagai fasilitator dalam pembelajaran guru harus mampu menciptakan suasana yang menyenangkan"
agussupratman6472,"Konsep dari kurikulum merdeka adalah konsep pembelajaran yg berpusat pada peserta didik,dengan kata lain untuk menghasilkan output peserta didik yg mandiri, kreatif dan inovatif"
DarmaLumbantoruan,"Kurikulum merdeka merupakan konsep pembelajaran yg berpusat pada peserta didik sbg subjek utama untuk mengembangkan kompetensi dan kreatifitas agar lebih mandiri, kreatif, inovatif."
baiqrohmatul770,"Intinya, konsep pembelajaran kurikulum merdeka adalah berpusat pada peserta didik."
FLORENTINAJUNDEROSARI-kk8of,"Kurikulum merdeka berpusat padapesera didikdengan tujuan menghasilkan generasi yang mandiri kreatif dan inovatif ,pembelajaran dilakukan dengan cara yang menyenangkan, baik didalam kelas maupun diluar kelas"
bektiirfan1200,"Pembelajaran pada Kurikulum merdeka merupakan loncatan pendidikan yang luar biasa, dengan memberikan kebebasan siswa melakukan apa yang disukai (passion) nya yang memungkinkan siswa dapat mengembangkan apa yang menjadi bakat atau talenta sehingga bisa mengekplor diri. Mudah mudahan kami guru gurunya bisa menjalankan amanah anak anak ini agar mempunyai bakatnya maksimal bisa di tumbuh kembangkan dengan adanya kreatifitas dan inovasi secara kontektual."
user-fk7rf7du6p,"Konsep pembelajaran dalam kurikulum merdeka memang sangat penting,seperti yang dijelaskan dalam video bahwa pembelajaran berpusat pada peserta didik tujuannya agar menghasilkan generasi yang mandiri, kreatif dan inovatif.Peserta didik tidak hanya diberikan pengetahuan dan keterampilan tetapi juga diberikan ruang untuk mengembangkan kemampuan dirinya. Konsep ini berfokus pada materi yang esensial dan fleksibel sesuai dengan minat, bakat, dan kebutuhan dari masing-masing karakteristik siswa."
shofwatulwidad383,Prinsip dalam Konsep kurikulum merdeka antara lain yaitu 1. Pendidikan berpusat pada peserta didik 2. Pengalaman belajar yang menyenangkan 3. Mengembangkan kreativitas dan inovasi 4. Pembelajaran contextual 5. Pembelajaran inklusif
robienbonk,"Kurikulum Merdeka adalah kurikulum dengan pembelajaran intrakurikuler yang beragam di mana konten akan lebih optimal agar peserta didik memiliki cukup waktu untuk mendalami konsep dan menguatkan kompetensi. Konsep Merdeka Belajar merupakan kebijakan terbaru dalam dunia Pendidikan nasional. Konsep ini berfokus pada materi yang esensial dan fleksibel sesuai dengan minat, bakat, dan kebutuhan dari masing-masing karakteristik siswa."
gudelaow354,"Mengajar dalam kurikulum merdeka meliputi mengajar,mendidik mengubah dan menginspirasi sehingga peserta didik tidak hanya dapat memahami suatu materi tetapi juga dapat memiliki pemikiran yang kritis.Bysitti hapsah"
ardi_gaming4310,"Dalam konsep pembelajaran KuMer,peserta didik tdk hanya diberikan pengetahuan dan keterampilan,tp juga diberikan ruang utk mengembangkan kemampuan dan kreatifitasnya dgn tujuan utk menghasilkan generasi yg lbh mandiri,kreatif,dan inovatif."
bensriparyani8596,kurikulum.merdeka baik untuk saat inivdan merupakan loncatan pendidukan yg sangat baik
mettyrahmawati1087,"Kurikulum merdeka baik untuk saat dan merupakan loncatan pendidikan yang luar biasa , dengan memberikan kebebasan siswa melakukan apa yang disukai (passion) nya yang memungkinkan siswa dapat mengembangkan apa yang menjadi bakat atau talenta sehingga bisa mengekplor diri . mudah mudahan kami guru gurunya bisa menjalankan amanah anak anak ini agar mempunyai bakatnya maksimal bisa di tumbuh kembangkan"
Susianabrtarigan,"Kurikulum merdeka baik untuk saat dan merupakan loncatan pendidikan yang  luar biasa,dengan memberikan kebebasan siswa melakukan apa yang di sukai(passion)nya yang memungkinkan siswa dapat mengembangkan apa yg menjadi bakat dan talenta sehingga bisa mengeksplor diri ."
FRANSISKANAMEH,"Konsep Merdeka Belajar merupakan kebijakan terbaru dalam dunia Pendidikan nasional. Konsep ini berfokus pada materi yang esensial dan fleksibel sesuai dengan minat, bakat, dan kebutuhan dari masing-masing karakteristik siswa."
utamitami6786,"Kurikulum merdeka mengacu pada pendekatan yang berpusat pada peserta didik. Peserta didik dijadikan sebagai subjek utama dalam proses pembelajaran. Peserta didik menjadi lebih mandiri, kreatif, dan inovatif. Merdeka belajar merupakan kebijakan terbaru dalam dunia pendidikan."
onechanel5228,Kurikulum merdeka saya rasa sanagat bagus akan tetapi harus diimbangi dengan pasilitas yang lengkap jg
irwanioejhoe8805,"konsep merdeka belajar merupakan kebijakan terbaru dalam dunia Pendidikan Sekarang. Konsep ini berfokus pada materi yang esensial dan fleksibel sesuai dengan minat, bakat pada peserta didikk"
sungkowati6822,"Konsep kurikulum merdeka menjadikan peserta didik sebagai orientasi untuk menjadikan peserta didik yang aktif, kreatif dan inovatif. Pembelajaran menjadi lebih bermakna karena peserta didik diajak untuk melakukannya."
TriBudhiSusilowati,"Kurikulum merdeka merupakan loncatan pendidikan yang luar biasa , dengan memberikan kebebasan siswa melakukan apa yang disukai (passion) nya yang memungkinkan siswa dapat mengembangkan apa yang menjadi bakat atau talenta sehingga bisa mengekplor diri . mudah mudahan kami guru gurunya bisa menjalankan amanah anak anak ini agar mempunyai bakatnya"
evansdix,Kurikulum merdeka memiliki konsep penting dlm pembelajaran yaitu mengacu pada pendekatan yang berpusat pada peserta didik. Kurmer menghasilkan generasi yg kreatif dan inovatif. Guru berperan sebagai fasilitator.
nurjanahalial838,Konsep kurikulum merdeka menjadikan peserta didik sebagai subjek nya utk menjadi peserta didik yg kreatif dan inovatif. Pembelajaran tdk hanya di dlm kls tp jg diluar kelas
tiensugiarti2112,Konsep kurikulum yang bagus untuk masa depan
irenesampouw5825,"kurikulum merdeka tujuan memperbaiki sistem di indonesia terutama dalam hal pembelajaran
prinsip
pendidikan berpusat pada siswa dalam hal kebutuhan
pembelajran yg menyenangkan
mengembangkan kreatifitas
pembelajran yg kontekstual belajar tentang nilai nilai lokal
pembelajran yg sama diantara semua peserta didik

semoga bisa ada perubahan dengan adanya kurmer"
muqsyatar1757,"metode berpusat pada siswa membuat siswa  belajar namun mereka tidak menyadari bahwa mereka pada proses pembelajaran, karena asik menyenangkan"
sulistyowatisulistyowati7421,"Pembelajaran dalam Kurikulum Merdeka berpusat pada anak untuk memperbaiki pembelajaran. Peseta didik bertujuan membentuk siswa berkarakter, mampu mengembangkan diri. Meliputi pembelajaran menyenangkan, mengembangkan kreatifitas, pembelajaran kontekstual, pembelajaran inklusif, berpusat pada peserta didik."
metamorf438,Kurikulum merdeka berpusat pada peserta didik dan menyenangkan peserta didik dapat mengembangkan bakat minat dari peserta didik
lulukagustika7001,"Kurikulum merdeka memiliki bbrp prinsip, yaitu:
1. Pendidikan berpusat pada peserta didik
2.Pengalaman belajar yg menyenangkan
3. Mengembangkan kreativitas dan inovasi
4. Pembelajaran contextual
5. Pembelajaran inklusif"
tantina3451,"Kurikulum merdeka menjadi batu loncatan pendidikan di indonesia, dengan memeberikan kebebasan siswa melakukan apa yg diminati sehingga anak memaksimalkan bakatyang telah ada"
dewibw,"konsep pembelajaran kurikulum merdeka intinya peserta dijadikan subjek utama dalam pembelajaran, tidak hanya diberikan pengetahuan maupun ketrampilan tetapi peserta didik diberikan ruang untuk mengembangkan kemampuan diri dan kreativitas, tujuannya untuk menjadikan peserta didik menjadi generasi yg lebih mandiri dan lebih kreatif"
mienaza1864,"Kurikulum merdeka adalah kurikulum yang berpusat pada peserta didik.
Belajar tidak hanya di dalam kelas, tapi bisa juga di luar kelas. Jadi anak bisa belajar di lingkungan yang ada dalam kehidupan sehari hari"
afriantofahrizal,Kurikulum merdeka merupakan salah satu terobosan revolusioner yang menekankan proses pembelajaran yang berpusat pada peserta didik.
nuryanna2561,"Kurikulum merdeka yang ada sekarang ini diharapkan dapat memberikan perubahan pada sistem yang pada cara pembelajaran yang ada di Indonesia,dan menerapkan nilai kearifan lokal."
